isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
False,2,354,282.0,94,0.33333334,0.5065,0.3472,
True,3,6892002,288.0,13,0.045138888,0.7157,0.4194,4.0
False,4,7832741,294.0,13,0.044217687,0.7697,0.6387,
False,5,7837829,300.0,13,0.043333333,0.7812,0.6485,
False,6,7838502,306.0,13,0.04248366,0.7892,0.6538,
False,7,7839582,312.0,13,0.041666668,0.7907,0.6455,
True,8,94321143,309.0,33,0.106796116,0.8163,0.4308,4.0
False,9,95152632,306.0,33,0.10784314,0.8322,0.444,
False,10,95154098,303.0,33,0.10891089,0.839,0.4602,
False,11,95253951,300.0,33,0.11,0.8401,0.4767,
False,12,99411298,297.0,33,0.11111111,0.8308,0.5114,
False,13,169134111,296.0,1,0.0033783785,0.5501,0.5149,4.0
False,14,169134933,295.0,1,0.0033898305,0.5814,0.5415,
False,15,172568473,294.0,1,0.0034013605,0.6898,0.4851,
True,16,199212382,294.0,6,0.020408163,0.8159,0.5522,4.0
False,17,263557232,294.0,4,0.013605442,0.8699,,4.0
False,0,0,646.0,646,1.0,0.4898,0.3239,34.0
False,1,590,1292.0,646,0.5,0.4909,0.3265,
False,2,857,1938.0,646,0.33333334,0.4987,0.3364,
False,3,1309,2584.0,646,0.25,0.5065,0.3472,
True,4,6892957,2724.0,225,0.08259912,0.7157,0.4194,34.0
False,5,7833696,2864.0,225,0.078561455,0.7697,0.6387,
False,6,7838784,3004.0,225,0.074900135,0.7812,0.6485,
False,7,7839457,3144.0,225,0.07156488,0.7892,0.6538,
False,8,7840537,3284.0,225,0.068514004,0.7907,0.6455,
False,9,8689066,3302.0,21,0.006359782,0.7874,0.6451,
False,10,8689326,3302.0,1,0.00030284675,0.7874,0.644,34.0
False,11,8689742,3302.0,2,0.0006056935,0.7874,0.6431,34.0
False,12,9212231,3286.0,23,0.006999391,0.7881,0.6432,34.0
False,13,14758777,3288.0,7,0.0021289538,0.7808,0.6185,
False,14,14758828,3290.0,7,0.0021276595,0.782,0.6218,
True,15,80908216,3288.0,2,0.0006082725,0.7562,0.6501,34.0
False,16,80916962,3286.0,2,0.0006086427,0.7604,0.6517,
True,17,94322098,3287.0,339,0.10313356,0.8163,0.4308,34.0
False,18,95153587,3288.0,339,0.10310219,0.8322,0.444,
False,19,95155053,3289.0,339,0.10307084,0.839,0.4602,
False,20,95254906,3290.0,339,0.10303951,0.8401,0.4767,
False,21,99412253,3291.0,339,0.1030082,0.8308,0.5114,
True,22,199213337,3291.0,3,0.000911577,0.8159,0.5522,34.0
False,23,263558187,3291.0,8,0.002430872,0.8699,,34.0
False,0,0,60.0,60,1.0,0.7336,0.5671,2.0
False,1,1165,60.0,69,1.15,0.75,0.5797,2.0
False,2,4681085,0.0,60,inf,0.65,0.3456,
False,0,0,223.0,223,1.0,0.5074,0.3489,8.0
False,1,98,446.0,223,0.5,0.5079,0.3494,
True,2,6891545,469.0,63,0.13432837,0.7157,0.4194,8.0
False,3,7832284,492.0,63,0.12804878,0.7697,0.6387,
False,4,7837372,515.0,63,0.1223301,0.7812,0.6485,
False,5,7838045,538.0,63,0.11710037,0.7892,0.6538,
False,6,7839125,561.0,63,0.112299465,0.7907,0.6455,
True,7,94320686,526.0,96,0.18250951,0.8163,0.4308,8.0
False,8,95152175,491.0,96,0.19551934,0.8322,0.444,
False,9,95153641,456.0,96,0.21052632,0.839,0.4602,
False,10,95253494,421.0,96,0.2280285,0.8401,0.4767,
False,11,99410841,386.0,96,0.24870466,0.8308,0.5114,
False,12,112857151,386.0,5,0.012953368,0.7891,0.4037,8.0
False,13,117122590,386.0,5,0.012953368,0.5838,0.6036,
False,14,120921388,386.0,5,0.012953368,0.6709,0.6445,
True,15,137579936,386.0,6,0.015544041,0.7344,0.4282,8.0
False,16,137598016,386.0,6,0.015544041,0.8114,0.481,
False,17,163505134,386.0,6,0.015544041,0.8466,0.3894,
False,18,169133654,385.0,1,0.0025974025,0.5501,0.5149,8.0
False,19,169134476,384.0,1,0.0026041667,0.5814,0.5415,
False,20,172568016,383.0,1,0.002610966,0.6898,0.4851,
True,21,199211925,382.0,5,0.013089005,0.8159,0.5522,8.0
False,22,263556775,382.0,4,0.010471204,0.8699,,8.0
False,0,0,289.0,289,1.0,0.7336,0.5671,
False,1,1165,271.0,299,1.1033211,0.75,0.5797,
False,2,2277683,273.0,17,0.062271062,0.7742,0.6169,
False,3,4681085,0.0,273,inf,0.65,0.3456,
True,0,0,20.0,20,1.0,0.7363,0.7453,0.0
False,1,9736938,26.0,6,0.23076923,0.7556,0.7523,0.0
True,2,51318532,25.0,4,0.16,0.8163,0.4308,0.0
False,3,52150021,24.0,4,0.16666667,0.8322,0.444,
False,4,52151487,23.0,4,0.17391305,0.839,0.4602,
False,5,52251340,22.0,4,0.18181819,0.8401,0.4767,
False,6,56408687,21.0,4,0.1904762,0.8308,0.5114,
False,7,153438461,92.0,121,1.3152174,0.8178,0.5465,4.0
False,8,153456325,92.0,1,0.010869565,0.8178,0.5467,4.0
True,9,156209771,93.0,16,0.17204301,0.8159,0.5522,4.0
False,10,166559673,97.0,5,0.05154639,0.6606,0.4441,4.0
False,11,178992547,142.0,59,0.41549295,0.7314,0.7159,7.0
False,12,181235772,145.0,4,0.027586207,0.7349,0.7042,7.0
False,13,194019614,147.0,2,0.013605442,0.7457,0.7244,7.0
False,14,220554621,161.0,21,0.13043478,0.8699,,7.0
False,0,0,2.0,2,1.0,0.7336,0.5671,0.0
False,1,4681085,0.0,2,inf,0.65,0.3456,
True,0,0,106.0,106,1.0,0.8169,0.5596,5.0
True,1,561607,110.0,5,0.045454547,0.8028,0.5639,5.0
False,2,1815345,112.0,3,0.026785715,0.7963,0.5531,5.0
True,3,3765298,144.0,33,0.22916667,0.7843,0.5261,6.0
False,4,3884969,147.0,4,0.027210884,0.7844,0.5261,6.0
True,5,9512772,161.0,15,0.0931677,0.6595,0.4435,7.0
True,6,9780356,170.0,9,0.052941177,0.6603,0.4443,7.0
True,7,11337719,178.0,8,0.04494382,0.7101,0.7032,7.0
True,8,14236689,213.0,35,0.16431925,0.713,0.6941,8.0
True,9,17461069,305.0,103,0.33770493,0.7074,0.7619,9.0
True,10,18495161,306.0,8,0.026143791,0.762,0.7486,9.0
False,11,18566774,321.0,16,0.049844235,0.7617,0.7488,9.0
False,12,18590724,336.0,17,0.05059524,0.7615,0.7492,9.0
True,13,24196304,336.0,10,0.029761905,0.7348,0.7061,9.0
True,14,24718124,340.0,6,0.01764706,0.735,0.7135,9.0
True,15,26457055,352.0,19,0.053977273,0.7487,0.7439,9.0
False,16,28077563,352.0,50,0.14204545,0.7326,0.7436,9.0
False,17,28463991,354.0,3,0.008474576,0.7368,0.7499,9.0
True,18,31276828,370.0,36,0.097297296,0.7585,0.7246,9.0
False,19,34451712,369.0,1,0.0027100272,0.7676,0.7206,9.0
False,20,34453797,389.0,25,0.06426735,0.7698,0.7237,9.0
False,21,34780095,390.0,1,0.0025641026,0.7524,0.7389,9.0
False,22,39320337,422.0,35,0.08293839,0.6359,0.6368,10.0
False,23,47128147,452.0,30,0.06637168,0.5474,0.5226,11.0
False,0,0,33.0,33,1.0,0.7336,0.5671,3.0
False,1,1165,29.0,26,0.8965517,0.75,0.5797,3.0
False,2,4681085,0.0,29,inf,0.65,0.3456,
True,0,0,43.0,43,1.0,0.7063,0.5277,3.0
True,1,566342,52.0,10,0.1923077,0.7067,0.5282,4.0
True,2,898831,64.0,12,0.1875,0.7069,0.5277,5.0
False,3,899287,64.0,1,0.015625,0.7069,0.5266,5.0
False,4,900836,64.0,1,0.015625,0.7069,0.5261,5.0
True,5,900855,64.0,1,0.015625,0.7069,0.5256,5.0
True,6,13790442,64.0,3,0.046875,0.8594,0.6723,5.0
False,7,13824580,64.0,3,0.046875,0.8576,0.6746,
False,8,13824791,64.0,3,0.046875,0.8565,0.6779,
True,9,14025774,75.0,19,0.25333333,0.8545,0.6898,5.0
False,10,14026898,86.0,19,0.22093023,0.8562,0.6904,
False,11,14604184,94.0,9,0.095744684,0.852,0.6975,5.0
True,12,14605817,129.0,36,0.27906978,0.8522,0.698,6.0
True,13,14715637,133.0,5,0.037593983,0.8523,0.6976,6.0
True,14,16279064,133.0,5,0.037593983,0.8552,0.6953,6.0
False,15,16969312,139.0,10,0.07194245,0.8533,0.6952,6.0
False,16,17037943,146.0,7,0.047945205,0.8535,0.6953,7.0
False,17,17405557,281.0,135,0.48042706,0.86,0.5714,
True,18,19297082,285.0,5,0.01754386,0.8197,0.5378,7.0
True,19,24062212,289.0,20,0.06920415,0.8159,0.5522,7.0
True,20,24938094,291.0,2,0.0068728523,0.8028,0.5639,7.0
False,21,26191832,286.0,10,0.034965035,0.7963,0.5531,6.0
False,22,28261456,287.0,15,0.05226481,0.7844,0.5261,6.0
False,23,43396061,288.0,4,0.013888889,0.7674,0.7593,6.0
True,24,48572791,288.0,6,0.020833334,0.7348,0.7061,6.0
True,25,49094611,290.0,3,0.010344828,0.735,0.7135,6.0
True,26,50833542,296.0,13,0.04391892,0.7487,0.7439,6.0
True,27,55653315,304.0,23,0.0756579,0.7585,0.7246,6.0
False,28,59028751,333.0,30,0.09009009,0.7518,0.7367,9.0
False,29,63696824,364.0,31,0.08516484,0.6359,0.6368,10.0
False,30,64042500,361.0,8,0.022160664,0.6407,0.6455,10.0
False,31,71504634,392.0,31,0.07908163,0.5474,0.5226,11.0
True,0,0,64.0,64,1.0,0.7137,0.5358,5.0
False,1,185904,64.0,2,0.03125,0.7139,0.5348,5.0
True,2,12887271,64.0,3,0.046875,0.8594,0.6723,5.0
False,3,12921409,64.0,3,0.046875,0.8576,0.6746,
False,4,12921620,64.0,3,0.046875,0.8565,0.6779,
True,5,13122603,77.0,22,0.2857143,0.8545,0.6898,5.0
False,6,13123727,90.0,22,0.24444444,0.8562,0.6904,
False,7,13701013,98.0,9,0.091836736,0.852,0.6975,5.0
True,8,15375893,98.0,5,0.05102041,0.8552,0.6953,5.0
False,9,16134772,105.0,7,0.06666667,0.8535,0.6953,6.0
False,10,16502386,197.0,92,0.46700507,0.86,0.5714,
True,11,23159041,200.0,11,0.055,0.8159,0.5522,6.0
True,12,24034923,220.0,21,0.095454544,0.8028,0.5639,6.0
False,13,25288661,222.0,3,0.013513514,0.7963,0.5531,6.0
False,14,25571485,255.0,48,0.1882353,0.796,0.5545,6.0
False,15,27358285,257.0,27,0.105058365,0.7844,0.5261,6.0
False,16,42492890,258.0,3,0.011627907,0.7674,0.7593,6.0
True,17,47669620,258.0,6,0.023255814,0.7348,0.7061,6.0
True,18,49930371,266.0,15,0.05639098,0.7487,0.7439,6.0
True,19,54750144,271.0,31,0.11439114,0.7585,0.7246,6.0
False,20,55438906,278.0,8,0.02877698,0.7648,0.7155,6.0
False,21,57852986,328.0,50,0.15243903,0.768,0.7161,7.0
False,22,58125580,356.0,35,0.098314606,0.7518,0.7367,10.0
True,23,58246998,366.0,22,0.06010929,0.7522,0.7401,10.0
False,24,58253411,367.0,1,0.0027247956,0.7524,0.7389,10.0
False,25,61235197,376.0,9,0.023936171,0.7459,0.7264,10.0
False,26,62793653,409.0,33,0.080684595,0.6359,0.6368,11.0
False,27,63139329,406.0,13,0.032019705,0.6407,0.6455,11.0
False,28,70601463,436.0,30,0.06880734,0.5474,0.5226,12.0
True,0,0,57.0,57,1.0,0.574,0.6145,4.0
True,1,1488159,54.0,3,0.055555556,0.591,0.6395,4.0
True,2,1698398,73.0,20,0.2739726,0.5945,0.6441,4.0
True,3,2915961,97.0,26,0.26804122,0.6888,0.4985,6.0
True,4,3742316,101.0,7,0.06930693,0.6954,0.511,6.0
True,5,10818699,105.0,4,0.03809524,0.7194,0.5209,6.0
True,6,18420706,105.0,1,0.00952381,0.8594,0.6723,6.0
False,7,18454844,105.0,1,0.00952381,0.8576,0.6746,
False,8,18455055,105.0,1,0.00952381,0.8565,0.6779,
True,9,18656038,119.0,28,0.23529412,0.8545,0.6898,6.0
False,10,18657162,133.0,28,0.21052632,0.8562,0.6904,
False,11,19234448,145.0,13,0.089655176,0.852,0.6975,6.0
True,12,20909328,145.0,4,0.027586207,0.8552,0.6953,6.0
False,13,22035821,276.0,131,0.4746377,0.86,0.5714,
True,14,28692476,275.0,7,0.025454545,0.8159,0.5522,6.0
True,15,53203055,275.0,6,0.021818181,0.7348,0.7061,6.0
False,16,73797987,278.0,3,0.010791367,0.5796,0.5345,6.0
False,17,76134898,296.0,18,0.06081081,0.5474,0.5226,7.0
True,0,0,307.0,307,1.0,0.8169,0.5596,9.0
True,1,3765298,368.0,61,0.16576087,0.7843,0.5261,10.0
True,2,9512772,378.0,10,0.026455026,0.6595,0.4435,11.0
True,3,9780356,510.0,133,0.26078433,0.6603,0.4443,13.0
True,4,14236689,564.0,54,0.095744684,0.713,0.6941,14.0
True,5,17461069,504.0,371,0.7361111,0.7074,0.7619,14.0
True,6,18495161,506.0,10,0.019762846,0.762,0.7486,14.0
False,7,18566774,508.0,3,0.005905512,0.7617,0.7488,14.0
False,8,18591129,563.0,55,0.09769094,0.7582,0.7528,15.0
True,9,24718124,564.0,2,0.0035460992,0.735,0.7135,15.0
False,10,28077563,564.0,5,0.008865248,0.7326,0.7436,15.0
True,11,31276828,564.0,2,0.0035460992,0.7585,0.7246,15.0
False,12,32506222,565.0,2,0.003539823,0.7716,0.721,15.0
False,13,34453797,659.0,94,0.14264037,0.7698,0.7237,17.0
False,14,37944360,660.0,1,0.0015151515,0.7459,0.7242,17.0
False,15,39320337,680.0,20,0.029411765,0.6359,0.6368,18.0
False,16,47128147,704.0,24,0.03409091,0.5474,0.5226,19.0
False,0,0,45.0,45,1.0,0.742,0.5739,
False,1,1126,40.0,29,0.725,0.75,0.5797,3.0
False,2,4681046,0.0,40,inf,0.65,0.3456,
