isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
False,156,173248290,2502.0,11,0.004396483,0.7435,0.5417,
False,157,173283262,2535.0,145,0.05719921,0.7476,0.5492,
False,158,173283887,2534.0,2,0.00078926596,0.7476,0.548,
False,159,173329713,2534.0,1,0.00039463298,0.7465,0.5537,
False,160,173830294,2566.0,143,0.05572876,0.7496,0.5403,
True,161,173854894,2561.0,6,0.0023428348,0.7512,0.5428,
True,162,174244825,2565.0,6,0.0023391813,0.7512,0.5407,
True,163,174249016,2565.0,1,0.00038986356,0.7513,0.5402,
True,164,174249603,2565.0,1,0.00038986356,0.7513,0.5397,
False,165,174249620,2565.0,1,0.00038986356,0.7513,0.5391,
True,166,174249639,2565.0,1,0.00038986356,0.7513,0.5386,
True,167,174249732,2565.0,1,0.00038986356,0.7513,0.538,
False,168,174249805,2565.0,1,0.00038986356,0.7513,0.5375,
True,169,174250015,2565.0,1,0.00038986356,0.7513,0.537,
False,170,174345132,2565.0,1,0.00038986356,0.7514,0.5361,
True,171,174345139,2565.0,1,0.00038986356,0.7514,0.5356,
True,172,174365438,2565.0,1,0.00038986356,0.7514,0.5351,
True,173,174964307,2565.0,2,0.0007797271,0.7508,0.5268,
True,174,178726533,2565.0,1,0.00038986356,0.7124,0.4463,
True,175,181083246,2565.0,1,0.00038986356,0.762,0.6348,
False,176,184873527,2565.0,2,0.0007797271,0.771,0.6403,
False,177,184873527,2565.0,2,0.0007797271,0.771,0.6403,
True,178,185679584,2565.0,1,0.00038986356,0.7729,0.643,
False,179,186475519,2659.0,269,0.10116585,0.8013,0.2296,
True,180,188454332,2683.0,93,0.03466269,0.8084,0.2607,
True,181,188528172,2683.0,9,0.003354454,0.8084,0.2604,
False,182,188531790,2683.0,2,0.0007454342,0.8084,0.2597,
True,183,188763250,2683.0,8,0.0029817368,0.8077,0.2352,
False,184,189029098,2683.0,4,0.0014908684,0.8089,0.1952,
True,185,189388548,2683.0,2,0.0007454342,0.806,0.1759,
False,186,189389185,2683.0,3,0.0011181514,0.8034,0.1885,
False,187,189462961,2683.0,1,0.0003727171,0.8031,0.1821,
True,188,189614643,2683.0,2,0.0007454342,0.8031,0.1818,
True,189,189640574,2690.0,7,0.0026022305,0.8031,0.1816,
True,190,189643010,2690.0,1,0.0003717472,0.8032,0.1876,
True,191,190059920,2690.0,1,0.0003717472,0.8033,0.1917,
True,192,190059920,2690.0,1,0.0003717472,0.8033,0.1917,
True,193,190165044,2690.0,2,0.0007434944,0.8036,0.1927,
True,194,191309365,2690.0,2,0.0007434944,0.8033,0.1957,
False,195,191310781,2690.0,1,0.0003717472,0.8033,0.1947,
True,196,191311010,2706.0,16,0.0059127863,0.8033,0.1945,
False,197,191311137,2706.0,1,0.00036954915,0.8033,0.1942,
True,198,191429952,2706.0,2,0.0007390983,0.8033,0.1939,
False,199,191807136,2706.0,1,0.00036954915,0.8043,0.1868,
True,200,191807161,2706.0,1,0.00036954915,0.8043,0.1864,
True,201,191807173,2706.0,1,0.00036954915,0.8043,0.1861,
True,202,191807186,2706.0,1,0.00036954915,0.8043,0.1858,
True,203,191807200,2706.0,1,0.00036954915,0.8043,0.1854,
True,204,192041719,2706.0,4,0.0014781966,0.8043,0.1851,
